student_id,date,week_num,is_weekend,is_deadline_week,sleep_hours,focus_minutes,activity_steps,stress_level,mood_score,caffeine_drinks,social_hours,goal_completion_rate,burnout_score,sleep_debt,stress_mood_ratio,productivity_index
STU_0456,2023-12-27,17,0,0,6.97,35.7,7779.0,3.5,3.5,4.5,1.95,0.433012722671782,0.182,1.0300000000000002,0.9722222222222222,0.3359075
STU_0366,2023-09-19,3,0,1,4.92,104.7,5316.0,6.0,3.6,2.9,1.55,0.7101195946999602,0.465,3.08,1.6216216216216215,0.2999425
STU_0173,2023-09-20,3,0,1,4.96,50.8,2595.0,8.6,1.1,3.9,0.66,0.235003642552641,0.457,3.04,7.166666666666665,0.12951666666666667
STU_0377,2023-09-05,1,0,0,5.5,68.7,9453.0,4.8,3.5,5.0,1.97,0.4183996574577204,0.357,2.5,1.3333333333333333,0.35360250000000004
STU_0105,2023-11-02,9,0,0,5.37,37.4,5192.0,6.9,2.5,3.2,0.79,0.2674998070164112,0.383,2.63,2.6538461538461537,0.201185
STU_0125,2023-09-02,1,1,0,7.03,1.8,8468.0,7.9,1.3,3.3,0.0,0.3518768317519484,0.355,0.9699999999999998,5.642857142857142,0.17778166666666667
STU_0039,2023-12-03,14,1,1,5.055,0.0,6243.0,10.0,1.0,4.1,1.77,0.2345800185859308,0.631,2.9450000000000003,9.09090909090909,0.08324000000000001
STU_0016,2023-09-03,1,1,0,6.99,40.1,10626.0,4.4,3.4,3.9,0.94,0.5887159179851212,0.225,1.0099999999999998,1.2571428571428573,0.3514508333333333
STU_0477,2023-12-24,17,1,0,5.7,31.6,9971.0,5.8,1.0,3.5,0.31,0.5706458921563065,0.334,2.3,5.2727272727272725,0.29186333333333336
STU_0368,2023-11-29,13,0,0,6.37,41.1,7325.0,6.3,1.1,2.7,0.16,0.4690722528300954,0.343,1.63,5.249999999999999,0.2514791666666667
STU_0077,2023-10-30,9,0,0,6.64,61.0,3087.0,4.5,3.6,3.6,2.11,0.5477841185371322,0.352,1.3600000000000003,1.2162162162162162,0.2697016666666667
STU_0428,2023-11-29,13,0,0,4.78,20.3,5581.0,7.2,1.0,2.3,0.1,0.2766572848720087,0.505,3.2199999999999998,6.545454545454545,0.17955916666666666
STU_0430,2023-09-26,4,0,0,6.31,24.5,1398.0,6.0,1.0,2.7,0.58,0.4269951358166747,0.316,1.6900000000000004,5.454545454545454,0.1641608333333333
STU_0284,2023-10-16,7,0,1,5.89,72.1,4034.0,5.8,3.6,3.2,1.79,0.6054276231918292,0.486,2.1100000000000003,1.5675675675675675,0.25489083333333334
STU_0218,2023-12-08,15,0,1,5.994999999999999,74.2,6563.0,6.6,3.2,3.2,0.91,0.506356912592508,0.38,2.005000000000001,1.9999999999999998,0.26679833333333336
STU_0070,2023-10-16,7,0,1,4.51,116.7,5001.0,3.3,4.4,2.1,1.53,0.7176098136656983,0.385,3.49,0.7333333333333333,0.38924250000000005
STU_0322,2023-11-12,11,1,0,6.46,39.9,9081.0,4.2,3.6,4.0,2.47,0.5160523510893636,0.216,1.54,1.135135135135135,0.3366425
STU_0175,2023-11-07,10,0,0,6.02,75.3,6985.0,6.2,2.8,3.2,0.0,0.4764325971017947,0.416,1.9800000000000004,2.137931034482759,0.28557083333333333
STU_0309,2023-11-11,11,1,0,7.21,66.4,6801.0,4.4,6.2,3.0,1.37,0.4651599698708645,0.277,0.79,0.6984126984126985,0.3278466666666667
STU_0285,2023-10-11,6,0,0,7.53,82.1,7695.0,3.3,5.5,2.9,1.3,0.7026961819982342,0.213,0.46999999999999975,0.5892857142857143,0.38912083333333336
STU_0487,2023-12-27,17,0,0,5.73,49.5,5398.0,5.5,2.7,3.0,2.03,0.3670074548993353,0.264,2.2699999999999996,1.9642857142857142,0.2585358333333333
STU_0124,2023-10-16,7,0,1,4.59,79.6,2655.0,7.5,4.1,3.9,0.5,0.5143018033023216,0.426,3.41,1.785714285714286,0.19331666666666666
STU_0483,2023-09-22,4,0,0,7.21,57.6,2111.0,3.3,4.1,1.6,1.15,0.58768033895898,0.213,0.79,0.7857142857142858,0.28914666666666666
STU_0438,2023-09-21,3,0,1,4.27,88.2,6040.0,5.6,2.6,2.7,1.47,0.5062365093486738,0.466,3.7300000000000004,2.074074074074074,0.30440833333333334
STU_0124,2023-09-24,4,1,0,5.95,40.0,9215.0,5.7,3.7,2.5,0.29,0.316233069962524,0.156,2.05,1.5,0.2935333333333333
STU_0136,2023-11-01,9,0,0,6.99,78.8,9311.0,4.2,6.0,2.6,1.28,0.6523432075250478,0.339,1.0099999999999998,0.6885245901639345,0.38023
STU_0417,2023-11-01,9,0,0,8.11,57.3,5362.0,5.0,3.1,3.8,1.43,0.5310986519117147,0.21,-0.10999999999999943,1.5625,0.2811808333333333
STU_0148,2023-11-30,13,0,0,6.97,71.0,8537.0,3.6,6.1,3.6,2.47,0.5137824506930011,0.232,1.0300000000000002,0.5806451612903226,0.37978500000000004
STU_0059,2023-11-25,13,1,0,4.74,29.8,6115.0,8.2,1.0,3.7,1.23,0.249907244929362,0.481,3.26,7.454545454545453,0.16657500000000003
STU_0279,2023-11-04,10,1,0,5.53,10.2,8829.0,7.8,1.2,3.9,0.56,0.4926569374912698,0.433,2.4699999999999998,6.0,0.194345
STU_0097,2023-09-10,2,1,0,4.48,30.9,6195.0,8.9,1.0,4.1,1.14,0.5179007564518606,0.512,3.5199999999999996,8.09090909090909,0.14778750000000002
STU_0378,2023-10-30,9,0,0,5.67,12.9,5161.0,5.8,1.0,3.6,0.53,0.2500025668282785,0.282,2.33,5.2727272727272725,0.20825083333333333
STU_0434,2023-09-05,1,0,0,6.8,52.5,3364.0,6.2,3.6,4.9,1.48,0.3024619448115013,0.248,1.2000000000000002,1.6756756756756757,0.21354083333333332
STU_0281,2023-09-24,4,1,0,5.85,14.8,12191.0,4.2,3.6,3.4,3.4,0.5025945619680975,0.19,2.1500000000000004,1.135135135135135,0.3519633333333333
STU_0173,2023-12-27,17,0,0,5.82,31.0,5822.0,5.2,3.2,3.2,1.26,0.2475861539962818,0.331,2.1799999999999997,1.5757575757575757,0.25391833333333336
STU_0438,2023-12-18,16,0,1,6.38,77.6,7507.0,5.9,3.9,4.3,2.35,0.5369476190225205,0.425,1.62,1.475,0.3039266666666666
STU_0167,2023-12-09,15,1,1,4.57,0.0,4297.0,10.0,1.0,2.7,0.0,0.4390007770215582,0.479,3.4299999999999997,9.09090909090909,0.057293333333333335
STU_0344,2023-09-05,1,0,0,3.61,82.5,6674.0,6.4,1.0,3.7,0.06,0.5209881541164484,0.545,4.390000000000001,5.818181818181818,0.28292416666666664
STU_0358,2023-10-19,7,0,1,5.99,73.0,3547.0,6.7,2.7,3.9,1.2,0.2892062935886888,0.422,2.01,2.392857142857143,0.222335
STU_0301,2023-10-20,8,0,1,2.99,57.2,6177.0,7.7,1.0,3.6,0.71,0.526218757089943,0.604,5.01,7.0,0.21094333333333332
STU_0308,2023-11-02,9,0,0,6.11,34.0,6662.5,4.7,1.0,2.7,2.31,0.3182781253990406,0.406,1.8899999999999997,4.2727272727272725,0.28325
STU_0233,2023-11-07,10,0,0,7.85,29.5,6105.0,7.3,1.9,4.0,0.86,0.5667682684177571,0.257,0.15000000000000036,3.65,0.19312916666666669
STU_0375,2023-12-22,17,0,0,3.7,72.1,6148.0,10.0,1.0,4.0,0.34,0.3418998856574679,0.662,4.3,9.09090909090909,0.1570775
STU_0449,2023-10-01,5,1,0,6.48,40.0,6532.0,4.8,4.3,1.9,0.24,0.4989208582722582,0.357,1.5199999999999996,1.090909090909091,0.28476
STU_0080,2023-10-04,5,0,0,6.29,58.0,4939.0,6.3,4.7,3.0,1.72,0.5102636659961998,0.466,1.71,1.3125,0.23726999999999998
STU_0461,2023-10-08,6,1,0,4.61,56.6,6236.0,8.0,1.0,4.1,0.75,0.5260147265114267,0.616,3.3899999999999997,7.2727272727272725,0.20210499999999998
STU_0494,2023-11-03,10,0,0,6.66,60.9,5677.0,4.9,4.0,2.4,2.36,0.4440576625191103,0.342,1.3399999999999999,1.1951219512195124,0.29213083333333334
STU_0198,2023-11-04,10,1,0,6.97,0.0,7539.0,5.9,2.6,3.7,0.49,0.3753649338472091,0.328,1.0300000000000002,2.185185185185185,0.22352
STU_0025,2023-10-15,7,1,1,5.17,43.5,8716.0,6.8,2.4,4.6,1.0,0.4572689656190375,0.464,2.83,2.7199999999999998,0.25752583333333334
STU_0430,2023-11-12,11,1,0,6.94,0.0,9062.0,4.9,2.0,2.7,0.855,0.3965470190699491,0.241,1.0599999999999996,2.3333333333333335,0.27382666666666666
STU_0013,2023-12-15,16,0,1,6.34,115.7,6553.0,3.9,5.5,3.1,1.44,0.6900305204532493,0.353,1.6600000000000001,0.6964285714285715,0.39089416666666665
STU_0166,2023-12-29,18,0,0,5.865,62.7,4463.0,3.4,3.6,3.1,0.96,0.5668406679663214,0.416,2.135,0.9189189189189189,0.32281916666666666
STU_0476,2023-12-10,15,1,1,4.08,46.5,7391.0,7.3,2.9,3.3,1.7,0.440566527866648,0.51,3.92,2.433333333333333,0.22798416666666665
STU_0012,2023-12-26,17,0,0,6.74,34.4,7248.0,2.5,5.5,1.9,0.0,0.3858348672706805,0.267,1.2599999999999998,0.44642857142857145,0.3574733333333333
STU_0166,2023-10-02,5,0,0,5.55,56.9,4515.0,1.1,5.0,3.3,2.03,0.6004422324013811,0.128,2.45,0.21568627450980396,0.3864708333333333
STU_0128,2023-09-04,1,0,0,7.06,28.2,4558.0,6.1,3.4,2.8,2.8,0.4463320742090628,0.359,0.9400000000000004,1.7428571428571427,0.20714833333333332
STU_0437,2023-11-16,11,0,0,6.82,49.3,8086.0,5.6,2.8,3.4,0.73,0.4351949900822239,0.403,1.1799999999999997,1.9310344827586206,0.2911675
STU_0468,2023-09-13,2,0,0,6.51,77.8,5756.0,5.0,5.4,3.2,0.67,0.3844752952346079,0.429,1.4900000000000002,0.9090909090909091,0.30778833333333333
STU_0295,2023-09-16,3,1,1,3.89,31.0,8880.0,6.9,1.4,2.7,1.23,0.2460708582608702,0.511,4.109999999999999,4.6000000000000005,0.24369166666666664
STU_0051,2023-11-22,12,0,1,5.32,73.7,7838.0,9.1,1.9,3.5,1.65,0.5159757542236287,0.559,2.6799999999999997,4.55,0.2082775
STU_0267,2023-09-07,1,0,0,6.0,74.7,4417.0,1.6,5.1,2.6,2.63,0.633346206159711,0.159,2.0,0.30769230769230776,0.3887058333333333
STU_0193,2023-10-06,6,0,0,7.18,84.8,5974.0,4.0,5.8,3.0,0.79,0.3025327216332539,0.33,0.8200000000000003,0.6779661016949153,0.34798666666666667
STU_0122,2023-12-20,16,0,1,5.08,101.8,6703.0,6.9,3.0,4.7,1.89,0.4182008684300116,0.505,2.92,2.2258064516129035,0.288415
STU_0212,2023-10-25,8,0,1,6.08,95.1,5655.0,5.6,3.7,3.2,2.18,0.6561782772803217,0.455,1.92,1.4736842105263155,0.3064625
STU_0005,2023-12-11,15,0,1,4.86,102.9,9925.0,7.6,3.3,4.7,1.48,0.6511609330436543,0.42,3.1399999999999997,2.235294117647059,0.31152083333333336
STU_0062,2023-09-17,3,1,1,5.67,19.3,7790.0,9.0,2.2,3.4,0.2,0.3910274637974538,0.493,2.33,3.913043478260869,0.15397083333333333
STU_0108,2023-09-19,3,0,1,7.13,85.9,10314.0,7.1,1.8,3.8,1.28,0.4190625691642988,0.34,0.8700000000000001,3.7368421052631575,0.3139991666666667
STU_0447,2023-10-29,9,1,0,7.49,32.7,9313.0,3.7,5.5,2.7,0.53,0.4187542789734911,0.159,0.5099999999999998,0.6607142857142858,0.34723583333333335
STU_0259,2023-10-22,8,1,1,6.64,81.2,8714.0,5.8,3.8,3.7,1.97,0.6249025422838876,0.399,1.3600000000000003,1.4871794871794872,0.32677
STU_0273,2023-11-19,12,1,1,4.2,47.5,10864.0,10.0,1.0,4.6,1.06,0.4034186435496208,0.596,3.8,9.09090909090909,0.1943325
STU_0109,2023-12-21,16,0,1,5.62,87.9,5392.0,5.6,2.9,2.0,0.51,0.4480617455131736,0.456,2.38,1.8666666666666665,0.29545583333333336
STU_0431,2023-11-27,13,0,0,5.93,55.6,5722.0,3.7,3.8,1.4,0.0,0.5749915855028159,0.316,2.0700000000000003,0.9487179487179488,0.32321
STU_0063,2023-11-23,12,0,1,5.24,71.2,6043.0,7.0,3.5,3.7,1.75,0.5556515041205825,0.328,2.76,1.9444444444444444,0.24474
STU_0006,2023-10-12,6,0,0,5.8,20.1,8875.0,3.1,5.2,0.7,2.21,0.5979294165523257,0.233,2.2,0.5849056603773585,0.3462708333333333
STU_0258,2023-09-01,1,0,0,6.08,50.1,5065.0,7.9,1.0,3.2,0.0,0.3943143328424713,0.512,1.92,7.181818181818182,0.18272083333333333
STU_0208,2023-12-21,16,0,1,6.7,84.3,7008.0,7.5,1.3,4.6,1.64,0.2941745610645995,0.369,1.2999999999999998,5.357142857142857,0.2562525
STU_0246,2023-10-13,7,0,1,4.38,66.6,3749.0,8.1,3.8499999999999996,3.1,0.0,0.344678590153007,0.556,3.62,2.0506329113924053,0.1763616666666667
STU_0058,2023-09-16,3,1,1,5.28,14.1,10212.0,10.0,1.1,3.8,0.39,0.2697763429481769,0.684,2.7199999999999998,8.333333333333332,0.1508475
STU_0238,2023-10-23,8,0,1,3.94,96.3,6860.0,10.0,1.0,4.3,1.54,0.3838737341271112,0.63,4.0600000000000005,9.09090909090909,0.19177916666666667
STU_0195,2023-12-23,17,1,0,5.09,0.0,9002.0,6.2,2.0,3.7,0.72,0.2728196603253757,0.378,2.91,2.9523809523809526,0.23402666666666666
STU_0244,2023-10-04,5,0,0,7.37,46.3,8140.0,4.5,3.8,3.9,0.75,0.4030175786265502,0.253,0.6299999999999999,1.153846153846154,0.3217625
STU_0079,2023-09-03,1,1,0,5.48,34.3,6319.0,7.1,1.0,3.5,2.12,0.393648708690906,0.461,2.5199999999999996,6.454545454545454,0.2069825
STU_0201,2023-12-16,16,1,1,5.81,25.7,12533.0,10.0,1.0,3.4,0.0,0.1291633778613733,0.507,2.1900000000000004,9.09090909090909,0.1938775
STU_0199,2023-11-21,12,0,1,3.84,70.8,5003.0,8.1,2.6,4.6,1.06,0.3207860504128108,0.604,4.16,2.9999999999999996,0.1974566666666667
STU_0057,2023-12-26,17,0,0,6.6,53.75,9317.0,5.1,4.7,2.3,0.54,0.6303135924906917,0.36,1.4000000000000004,1.0625,0.32721625
STU_0464,2023-09-20,3,0,1,4.89,67.2,8254.0,7.3,4.7,3.2,0.88,0.5519295323748623,0.433,3.1100000000000003,1.5208333333333333,0.26105333333333336
STU_0260,2023-10-12,6,0,0,5.94,13.6,4664.0,6.7,2.1,3.3,0.41,0.1949361211443231,0.477,2.0599999999999996,3.0454545454545454,0.1753533333333333
STU_0184,2023-10-23,8,0,1,3.05,46.6,4607.0,10.0,1.0,4.3,0.0,0.5613123317398322,0.825,4.95,9.09090909090909,0.10996833333333333
STU_0363,2023-11-12,11,1,0,7.42,18.1,6877.0,4.7,4.0,4.8,1.77,0.3882386966925954,0.317,0.5800000000000001,1.1463414634146343,0.26954750000000005
STU_0366,2023-10-08,6,1,0,7.32,57.5,6374.0,3.4,5.2,2.9,2.51,0.59264178722007,0.256,0.6799999999999997,0.6415094339622641,0.3428825
STU_0412,2023-10-15,7,1,1,5.02,34.3,8742.0,7.6,3.5,3.2,1.55,0.5316874948899373,0.543,2.9800000000000004,2.111111111111111,0.22428916666666665
STU_0252,2023-12-22,17,0,0,4.52,57.6,7201.0,6.7,1.0,3.7,1.54,0.4702199636537428,0.509,3.4800000000000004,6.090909090909091,0.2550133333333333
STU_0441,2023-12-14,15,0,1,3.76,56.3,4354.0,7.8,1.0,2.7,0.88,0.2972754876631208,0.544,4.24,7.09090909090909,0.18269916666666663
STU_0391,2023-10-25,8,0,1,5.15,49.2,8493.0,6.4,2.7,2.5,0.69,0.4453807807023547,0.348,2.8499999999999996,2.2857142857142856,0.27249
STU_0348,2023-10-25,8,0,1,4.92,48.9,8210.0,9.2,1.0,4.1,2.1,0.428958617056057,0.477,3.08,8.363636363636362,0.1844041666666667
STU_0095,2023-12-11,15,0,1,5.02,69.5,7910.0,6.2,3.5,3.2,0.27,0.5566759642300815,0.433,2.9800000000000004,1.7222222222222223,0.2918625
STU_0415,2023-12-11,15,0,1,4.01,52.0,4968.0,8.8,3.5,5.3,1.54,0.4482544246671689,0.649,3.99,2.4444444444444446,0.15640666666666664
STU_0007,2023-11-09,10,0,0,6.22,126.4,6077.0,2.9,7.0,2.5,0.0,0.6656345489736818,0.307,1.7800000000000002,0.4084507042253521,0.42569333333333337
STU_0490,2023-12-08,15,0,1,5.92,85.7,5277.0,7.6,1.9,2.8,0.0,0.6717275399774405,0.434,2.08,3.8,0.23163083333333334
STU_0296,2023-10-29,9,1,0,5.33,2.8,8287.0,5.9,1.7,3.4,0.0,0.1191348597909965,0.338,2.67,3.2777777777777777,0.23640999999999995
STU_0175,2023-11-17,12,0,1,5.56,100.8,4154.0,10.0,3.8,2.7,0.1,0.4917004157167238,0.532,2.4400000000000004,2.5641025641025643,0.16038666666666668
STU_0347,2023-12-22,17,0,0,5.78,48.9,4580.0,4.5,5.6,2.9,0.32,0.5257683632542653,0.326,2.2199999999999998,0.7894736842105264,0.27700416666666666
STU_0376,2023-09-29,5,0,0,5.87,37.2,5330.0,8.5,1.0,4.1,1.37,0.3094771686373107,0.497,2.13,7.727272727272727,0.15481666666666669
STU_0071,2023-12-10,15,1,1,5.2,9.9,12034.0,7.1,3.8,4.0,1.86,0.3745670289136864,0.482,2.8,1.8205128205128205,0.25776583333333336
STU_0060,2023-10-04,5,0,0,6.47,28.4,6967.0,7.8,1.3,4.7,2.06,0.4390039914378648,0.408,1.5300000000000002,5.571428571428571,0.18847666666666668
STU_0319,2023-11-20,12,0,1,3.83,73.6,6906.0,6.8,2.9,3.1,0.93,0.3936817350797113,0.515,4.17,2.2666666666666666,0.2647466666666667
STU_0112,2023-11-11,11,1,0,5.18,0.0,11837.0,7.4,1.0,3.7,0.81,0.4174516072340504,0.506,2.8200000000000003,6.727272727272727,0.23582666666666668
STU_0016,2023-09-06,1,0,0,5.34,50.8,5991.0,2.1,3.8,2.2,1.67,0.3882975113782401,0.308,2.66,0.5384615384615385,0.36979666666666666
STU_0280,2023-09-20,3,0,1,5.82,85.3,6501.0,5.0,5.3,2.7,1.49,0.6791310601006071,0.34,2.1799999999999997,0.925925925925926,0.3255341666666667
STU_0073,2023-11-10,11,0,0,7.19,45.3,7035.5,4.9,3.2,3.0,0.48,0.4805809364220357,0.237,0.8099999999999996,1.4848484848484849,0.29399416666666667
STU_0341,2023-10-07,6,1,0,6.66,54.55,6004.0,5.6,4.0,2.6,2.19,0.43509943280815,0.385,1.3399999999999999,1.3658536585365855,0.26887625000000004
STU_0352,2023-09-27,4,0,0,7.8,92.5,6561.0,4.7,5.0,2.6,2.03,0.5452606397611065,0.292,0.20000000000000018,0.9215686274509804,0.34283416666666666
STU_0090,2023-10-29,9,1,0,5.135,35.4,10838.0,7.9,1.0,3.0,0.44,0.4511244913887143,0.432,2.865,7.181818181818182,0.24438166666666666
STU_0115,2023-12-05,14,0,1,4.99,33.6,5120.0,8.6,1.0,3.5,0.0,0.4495687808646189,0.472,3.01,7.8181818181818175,0.14526666666666668
STU_0447,2023-11-03,10,0,0,6.09,51.6,7293.0,5.3,4.0,3.0,2.64,0.646971553520173,0.366,1.9100000000000001,1.2926829268292683,0.29198999999999997
STU_0178,2023-09-13,2,0,0,5.89,60.8,6187.0,3.3,3.5,2.3,1.9,0.4693110183280969,0.281,2.1100000000000003,0.9166666666666666,0.34682666666666667
STU_0092,2023-10-16,7,0,1,3.56,91.9,9196.0,10.0,1.0,5.7,0.0,0.4151178131758578,0.649,4.4399999999999995,9.09090909090909,0.2183425
STU_0395,2023-09-26,4,0,0,6.98,55.2,6614.0,5.9,1.9,3.1,0.905,0.4682009616811855,0.282,1.0199999999999996,2.95,0.26868666666666663
STU_0305,2023-12-23,17,1,0,5.93,66.1,8303.0,6.3,3.6,3.0,0.71,0.4375928682714182,0.351,2.0700000000000003,1.7027027027027026,0.2905608333333333
STU_0186,2023-09-07,1,0,0,5.96,67.9,6734.0,4.5,3.0,2.6,1.47,0.3883845902413815,0.373,2.04,1.4516129032258065,0.32551583333333334
STU_0235,2023-10-17,7,0,1,4.37,49.7,6504.0,8.8,1.0,2.8,2.36,0.5512474751342352,0.565,3.63,8.0,0.17449083333333332
STU_0435,2023-11-08,10,0,0,5.15,57.7,6013.0,9.0,2.0,3.7,0.97,0.3729665428942168,0.565,2.8499999999999996,4.285714285714286,0.1702775
STU_0233,2023-09-06,1,0,0,5.63,22.4,5508.0,8.7,1.0,4.5,0.78,0.4309681435774047,0.595,2.37,7.909090909090907,0.13577333333333336
STU_0290,2023-12-25,17,0,0,7.48,39.4,4265.0,5.7,2.7,3.1,1.8,0.427593539392041,0.291,0.5199999999999996,2.0357142857142856,0.22690833333333332
STU_0173,2023-12-26,17,0,0,6.0,66.3,6179.5,10.0,1.0,3.7,0.71,0.3967027637400303,0.551,2.0,9.09090909090909,0.15145583333333335
STU_0267,2023-12-14,15,0,1,5.985,57.6,7938.0,9.7,3.8,3.3,0.22,0.5823985604742524,0.592,2.0149999999999997,2.4871794871794872,0.17484000000000002
STU_0194,2023-12-03,14,1,1,5.12,42.2,7605.0,6.7,3.1,3.7,0.39,0.4793158323721338,0.458,2.88,2.09375,0.24435833333333334
STU_0024,2023-09-07,1,0,0,7.36,59.8,4849.0,2.9,3.0,2.3,2.34,0.6203444860541629,0.133,0.6399999999999997,0.9354838709677419,0.33994499999999994
STU_0184,2023-12-17,16,1,1,2.4,10.5,7625.0,10.0,1.0,5.7,0.58,0.2455335223817161,0.626,5.6,9.09090909090909,0.11260416666666667
STU_0159,2023-12-14,15,0,1,4.97,77.2,6731.0,7.2,2.7,4.1,1.74,0.5520361847713666,0.449,3.0300000000000002,2.571428571428571,0.25416333333333335
STU_0345,2023-12-17,16,1,1,4.91,42.2,7525.0,8.5,5.4,2.7,0.77,0.2398219498391167,0.634,3.09,1.5454545454545454,0.1892916666666667
STU_0378,2023-11-09,10,0,0,5.22,24.1,9590.0,7.7,1.0,3.5,1.78,0.1955824370849592,0.498,2.7800000000000002,7.0,0.22197083333333334
STU_0187,2023-09-07,1,0,0,4.22,39.4,6609.0,8.5,1.0,5.4,1.86,0.385084427767964,0.549,3.7800000000000002,7.727272727272727,0.1741616666666667
STU_0191,2023-09-27,4,0,0,6.35,92.9,9623.0,4.0,5.5,2.0,1.61,0.7341411253028601,0.383,1.6500000000000004,0.7142857142857143,0.4050775
STU_0464,2023-09-27,4,0,0,6.23,74.3,4984.0,3.4,5.1,2.6,1.63,0.5831569641771487,0.273,1.7699999999999996,0.653846153846154,0.34184916666666665
STU_0136,2023-09-04,1,0,0,7.01,91.0,6480.0,1.7,4.4,2.6,1.39,0.6649115792672383,0.182,0.9900000000000002,0.37777777777777777,0.43019166666666664
STU_0365,2023-09-12,2,0,0,7.93,68.0,3917.0,4.8,4.7,3.1,1.27,0.5249666890338043,0.115,0.07000000000000028,1.0,0.27906
STU_0221,2023-09-04,1,0,0,4.39,54.7,3896.0,6.1,1.0,3.6,0.71,0.3911200823585249,0.437,3.6100000000000003,5.545454545454545,0.22592583333333333
STU_0441,2023-09-03,1,1,0,6.12,37.8,9374.0,6.0,2.8,2.9,0.88,0.3941784502677355,0.391,1.88,2.0689655172413794,0.2843616666666667
STU_0500,2023-09-26,4,0,0,5.07,38.6,5680.0,8.7,1.0,3.8,1.39,0.5023890809116238,0.482,2.9299999999999997,7.909090909090907,0.1549416666666667
STU_0013,2023-11-27,13,0,0,9.23,69.7,4028.0,4.1,6.6,2.9,1.39,0.3661770899002581,0.169,-1.2300000000000004,0.6119402985074627,0.30331083333333336
STU_0351,2023-11-05,10,1,0,6.04,54.2,8446.0,4.9,5.1,3.3,0.96,0.5062351696575496,0.353,1.96,0.9423076923076925,0.32207166666666665
STU_0266,2023-12-05,14,0,1,5.33,111.4,6469.0,5.7,3.9,4.4,0.31,0.5865685145323305,0.505,2.67,1.425,0.331295
STU_0398,2023-10-02,5,0,0,7.71,47.6,6301.0,5.1,2.4,3.7,1.41,0.4058778566695475,0.143,0.29000000000000004,2.04,0.28059666666666666
STU_0058,2023-09-10,2,1,0,6.12,3.0,6594.0,6.0,2.6,3.95,1.95,0.4367585157785529,0.331,1.88,2.222222222222222,0.21104499999999998
STU_0314,2023-10-10,6,0,0,6.105,45.7,5510.0,4.9,4.7,3.6,0.41,0.3674257788345428,0.394,1.8949999999999996,1.0208333333333335,0.2740708333333333
STU_0161,2023-09-15,3,0,1,5.37,82.5,6021.0,7.7,1.5,3.6,1.07,0.2719287353597807,0.653,2.63,4.8125,0.23521750000000002
STU_0276,2023-11-15,11,0,0,5.305,26.4,8524.0,7.1,1.9,4.4,0.41,0.3457216786887961,0.439,2.6950000000000003,3.55,0.22815333333333337
STU_0303,2023-09-26,4,0,0,5.89,73.2,7296.0,5.6,2.6,3.7,0.58,0.6988657834814492,0.381,2.1100000000000003,2.074074074074074,0.30553
STU_0292,2023-11-26,13,1,0,7.97,52.5,7197.0,4.4,3.3,3.4,0.93,0.445094424316648,0.176,0.03000000000000025,1.2941176470588236,0.3186475
STU_0357,2023-12-29,18,0,0,8.07,86.9,10507.0,3.8,6.2,3.9,2.46,0.5098452960823586,0.301,-0.07000000000000028,0.6031746031746031,0.4166141666666667
STU_0433,2023-12-08,15,0,1,4.46,81.3,8009.0,6.8,4.1,2.8,2.45,0.5826565487065929,0.611,3.54,1.6190476190476193,0.2874741666666667
STU_0297,2023-09-20,3,0,1,3.01,103.4,3735.0,10.0,1.0,5.0,0.93,0.540132078565488,0.724,4.99,9.09090909090909,0.15750833333333333
STU_0177,2023-11-06,10,0,0,4.26,57.6,3981.0,7.7,1.0,4.5,0.0,0.5029854260718396,0.545,3.74,7.0,0.18208000000000002
STU_0271,2023-11-13,11,0,0,7.02,52.5,2569.0,4.7,5.0,3.3499999999999996,2.21,0.5154362232781643,0.318,0.9800000000000004,0.9215686274509804,0.24794083333333333
STU_0195,2023-11-11,11,1,0,4.93,26.3,6016.5,8.3,1.0,3.8,1.33,0.4279467774250493,0.416,3.0700000000000003,7.545454545454546,0.15861583333333334
STU_0147,2023-12-10,15,1,1,4.15,8.1,10779.0,10.0,1.0,5.2,0.39,0.2154333442331244,0.589,3.8499999999999996,9.09090909090909,0.1521575
STU_0459,2023-11-15,11,0,0,7.32,81.8,5974.0,5.0,2.2,1.8,0.89,0.4519617436981516,0.276,0.6799999999999997,2.1739130434782608,0.3148616666666667
STU_0359,2023-09-21,3,0,1,4.1,77.3,6786.0,10.0,1.0,4.1,0.0,0.4835690427250997,0.596,3.9000000000000004,9.09090909090909,0.17100083333333332
STU_0288,2023-11-30,13,0,0,6.17,66.0,4706.0,4.3,4.6,3.1,2.53,0.4961916369436626,0.287,1.83,0.9148936170212767,0.30249666666666664
STU_0170,2023-10-29,9,1,0,4.97,28.8,8603.0,8.5,1.0,2.9,0.0,0.447736229303049,0.473,3.0300000000000002,7.727272727272727,0.1897066666666667
STU_0437,2023-11-03,10,0,0,6.42,35.2,6232.0,9.6,1.0,4.1,1.02,0.4254649785189399,0.514,1.58,8.727272727272727,0.13176000000000002
STU_0013,2023-09-04,1,0,0,7.71,95.6,5150.0,4.9,6.7,2.8,0.58,0.5710571824703224,0.33,0.29000000000000004,0.7205882352941178,0.32125000000000004
STU_0151,2023-10-30,9,0,0,6.8,42.0,6698.0,5.8,3.3,3.4,1.02,0.5769872620808055,0.323,1.2000000000000002,1.7058823529411764,0.25905666666666666
