user_id,username,age,user_level,log_date,habit_category,difficulty,completed,streak_length,xp_earned,has_accountability,self_rating,notes
USR_02249,user_jordan5295,28,26,11-14-2022,fitness,easy,1,7.0,11.89,1.0,6.0,easy win
USR_02274,user_alex8478,31,25,23/11/2023,FITNESS,easy,1,4.0,7.55,1.0,2.0,struggled today
USR_00774,user_casey5277,23,35,2023/05/29,Sleep,medium,1,3.0,21.05,0.0,6.0,
USR_00219,user_drew4359,32,18,11-21-2021,work,hard,0,1.0,0.0,0.0,4.0,new record!
USR_00492,user_jordan1153,15,18,04/08/2022,reading,medium,0,7.0,0.0,0.0,,easy win
USR_02968,user_avery6136,24,33,2023-08-02,fitness,hard,1,5.0,,1.0,9.0,new record!
USR_02086,user_blake3314,30,23,07/10/2022,socail,easy,0,1.0,0.0,0.0,,
USR_01060,user_morgan5437,40,32,2021/05/03,study,medium,1,9.0,22.64,1.0,4.0,
USR_01494,user_jordan3075,16,1,2023/12/24,sleeping,medium,1,22.0,13.23,0.0,9.0,easy win
USR_00403,user_sam6575,22,33,2023/05/25,nutrtion,medium,0,3.0,0.0,1.0,4.0,struggled today
USR_01151,user_drew197,34,13,11-28-2022,wrk,hard,0,15.0,0.0,0.0,6.0,struggled today
USR_00718,user_casey2258,26,66,13/11/2023,wrk,medium,1,107.0,24.11,0.0,8.0,
USR_02272,user_taylor4213,38,24,2022/06/01,Social,easy,0,7.0,,1.0,2.0,easy win
USR_00851,user_avery96,27,1,24/06/2021,reading,medium,0,39.0,0.0,0.0,10.0,
USR_00461,user_riley6571,25,3,2023/10/25,study,easy,1,18.0,9.19,0.0,3.0,
USR_02627,user_morgan3749,35,31,01/08/2022,wrk,medium,1,5.0,26.21,,,
USR_02646,user_sam6397,25,9,2023-04-18,Social,trivial,0,3.0,0.0,0.0,1.0,felt great
USR_00437,user_drew4738,20,26,02-01-2023,studying,easy,1,38.0,9.7,0.0,9.0,
USR_01463,user_drew3242,20,1,24/09/2023,Study,medium,1,19.0,17.21,,2.0,easy win
USR_00243,user_riley4710,25,39,29/10/2023,stuyd,medium,1,103.0,20.0,,8.0,
USR_02049,user_taylor8256,33,18,16/05/2022,study,hard,1,14.0,44.23,0.0,,
USR_00355,user_casey7623,27,26,27/07/2023,FITNESS,medium,1,108.0,24.2,0.0,7.0,
USR_00912,user_drew6991,26,21,2023-01-02,nutrition,easy,1,7.0,11.14,1.0,1.0,
USR_01711,user_morgan5221,31,3,2023-11-08,Meditation,hard,1,54.0,43.38,0.0,3.0,
USR_02152,user_sam8158,16,20,31/01/2023,social,easy,1,17.0,8.79,0.0,4.0,
USR_01537,user_riley2088,10,29,2022-02-18,social,easy,0,46.0,0.0,0.0,1.0,
USR_02260,user_taylor1516,20,35,16/12/2023,socail,medium,0,7.0,0.0,0.0,9.0,
USR_00689,user_riley5577,19,17,2023-09-07,sleeep,hard,0,14.0,0.0,0.0,3.0,
USR_02755,user_avery4520,28,71,04-30-2023,stuyd,medium,1,48.0,18.82,0.0,6.0,felt great
USR_00448,user_drew9629,13,16,23/09/2023,meditate,easy,1,6.0,7.63,1.0,2.0,easy win
USR_02894,user_morgan1833,30,33,2023-03-14,socializing,easy,1,1.0,12.14,0.0,,
USR_01174,user_jordan2705,37,29,04/04/2023,wrk,medium,1,5.0,23.28,0.0,4.0,
USR_02441,user_drew1587,24,16,12-07-2023,Sleep,easy,1,1.0,14.13,0.0,,
USR_02614,user_morgan9931,28,13,08/03/2021,sleeep,medium,0,64.0,0.0,0.0,6.0,
USR_01519,user_casey4887,26,15,2023-01-11,Meditation,trivial,1,26.0,5.67,0.0,5.0,
USR_00655,user_sam1884,29,16,12-01-2021,Meditation,easy,0,3.0,0.0,1.0,3.0,felt great
USR_01868,user_avery3281,22,23,12/06/2023,social,medium,1,53.0,25.8,0.0,10.0,
USR_00208,user_casey7551,26,1,02-11-2023,sleep,easy,1,15.0,8.67,1.0,1.0,
USR_00667,user_taylor1592,15,22,2022/10/13,Study,medium,1,24.0,13.47,0.0,8.0,
USR_00712,user_drew7982,23,33,11-12-2022,stuyd,medium,1,5.0,19.05,0.0,5.0,
USR_01037,user_avery9018,20,28,11-25-2022,studying,hard,1,2.0,38.57,0.0,8.0,
USR_01381,user_jordan2284,32,17,05-17-2023,Sleep,medium,1,30.0,17.16,1.0,8.0,new record!
USR_02247,user_morgan7650,24,14,12-24-2023,read,medium,1,5.0,20.56,1.0,,
USR_02541,user_blake169,20,21,22/09/2023,working,medium,1,8.0,23.75,0.0,,felt great
USR_00258,user_avery6800,10,4,06-24-2023,stuyd,trivial,0,25.0,-0.0,1.0,,
USR_01145,user_avery5311,29,10,07/12/2022,studying,trivial,1,2.0,9.71,1.0,5.0,
USR_00595,user_riley8081,28,80,01-08-2023,Sleep,medium,1,70.0,17.5,1.0,7.0,
USR_01751,user_taylor8138,15,5,2022/04/15,nutrition,medium,0,4.0,0.0,0.0,1.0,skipped yesterday
USR_00785,user_riley6357,26,22,22/05/2023,Sleep,hard,0,146.0,0.0,0.0,4.0,
USR_01079,user_blake3407,29,22,12/02/2022,stuyd,hard,1,10.0,36.5,0.0,7.0,new record!
USR_00258,user_avery6800,10,4,05-12-2021,Social,medium,1,17.0,26.22,0.0,6.0,
USR_01907,user_taylor9125,20,65,2022/11/06,Reading,medium,1,25.0,25.62,0.0,10.0,
USR_00070,user_riley8211,16,79,01/05/2021,meditate,trivial,1,324.0,10.65,1.0,,
USR_01635,user_drew1093,27,41,04-01-2023,meditate,medium,1,129.0,19.88,1.0,8.0,skipped yesterday
USR_01034,user_morgan9074,33,38,06/05/2023,Study,trivial,1,72.0,0.32,0.0,9.0,
USR_02167,user_sam3643,23,14,2022/01/31,Sleep,medium,0,,0.0,,5.0,felt great
USR_01667,user_jordan589,22,30,2022/05/01,sleeping,medium,1,77.0,22.95,0.0,8.0,easy win
USR_02782,user_riley814,31,26,02-14-2022,working,medium,0,6.0,0.0,1.0,4.0,easy win
USR_01837,user_avery6214,42,1,14/07/2022,Sleep,medium,1,83.0,22.74,0.0,,
USR_00929,user_morgan7283,26,23,02/06/2023,Reading,easy,1,32.0,14.84,0.0,4.0,
USR_01800,user_jordan5592,27,28,2022-01-21,sleeep,easy,1,54.0,9.58,0.0,1.0,
USR_02970,user_avery7773,29,39,2021/05/16,Social,medium,1,,25.9,1.0,,
USR_02722,user_blake8544,24,15,09-09-2023,work,trivial,0,22.0,0.0,1.0,7.0,
USR_00437,user_drew4738,20,26,2023-06-21,FITNESS,medium,1,175.0,18.69,0.0,9.0,
USR_00643,user_taylor6994,26,36,2023-06-07,meditaton,hard,1,79.0,37.76,0.0,7.0,skipped yesterday
USR_02659,user_avery9250,20,22,03/05/2023,meditation,medium,1,94.0,18.87,0.0,2.0,
USR_00548,user_drew4911,38,22,2022-03-07,Sleep,easy,0,3.0,0.0,,5.0,
USR_00451,user_jordan7718,27,9,06/11/2023,readng,easy,1,18.0,7.19,1.0,9.0,
USR_02191,user_sam6357,18,37,2023-10-11,sleeping,easy,0,3.0,0.0,1.0,1.0,easy win
USR_02371,user_taylor5971,33,33,10-29-2022,socializing,medium,1,24.0,17.71,1.0,5.0,
USR_01955,user_blake6513,16,98,07-27-2023,reading,hard,1,48.0,37.95,0.0,,
USR_00149,user_drew4043,31,26,11/11/2022,meditate,hard,1,8.0,42.77,1.0,1.0,
USR_01162,user_avery9934,19,19,2023-07-30,sleeping,hard,1,,41.29,0.0,6.0,
USR_00826,user_taylor8249,20,38,10-12-2022,working,easy,1,55.0,11.57,0.0,3.0,
USR_01227,user_casey4954,20,38,11-30-2023,work,easy,0,6.0,0.0,1.0,,
USR_01424,user_alex5900,20,28,2022/04/15,fitness,easy,1,45.0,6.64,1.0,3.0,
USR_02422,user_taylor9829,19,15,2022/04/17,social,hard,1,47.0,39.96,1.0,10.0,struggled today
USR_02016,user_avery1939,40,15,11-03-2023,Nutrition,medium,1,1.0,16.38,0.0,10.0,easy win
USR_01325,user_avery7119,25,52,12/09/2023,diet,easy,1,42.0,12.36,1.0,7.0,
USR_00586,user_taylor6096,36,11,24/11/2022,read,trivial,1,19.0,7.67,0.0,8.0,struggled today
USR_02849,user_drew197,20,32,2023-04-24,Social,easy,1,25.0,12.72,0.0,3.0,
USR_02717,user_avery1549,26,19,2023/12/07,Study,easy,0,24.0,0.0,0.0,10.0,
USR_00458,user_morgan1723,20,12,2023/01/13,social,medium,0,11.0,0.0,1.0,6.0,
USR_00956,user_morgan7667,33,13,11-08-2022,nutrtion,hard,1,4.0,39.3,0.0,4.0,
USR_02371,user_taylor5971,33,33,12-20-2023,Reading,medium,0,2.0,0.0,0.0,,struggled today
USR_00883,user_morgan8955,18,9,07-29-2023,sleep,medium,1,22.0,16.15,0.0,2.0,struggled today
USR_02866,user_taylor4311,29,24,2023-03-02,nutrtion,medium,1,10.0,13.05,1.0,9.0,struggled today
USR_01409,user_casey9713,27,39,07-01-2022,Reading,hard,1,12.0,,0.0,7.0,
USR_00511,user_jordan8239,22,34,2022/08/03,Nutrition,trivial,0,30.0,0.0,0.0,,easy win
USR_02045,user_alex77,31,96,12-29-2023,Work,hard,1,9.0,43.22,0.0,4.0,struggled today
USR_00589,user_drew9208,14,17,2022/12/03,stuyd,medium,1,34.0,22.66,0.0,10.0,new record!
USR_01154,user_sam7635,26,37,2023-05-17,Meditation,medium,1,2.0,21.6,0.0,4.0,
USR_02810,user_morgan9022,18,36,02/09/2023,Study,medium,0,2.0,0.0,1.0,10.0,skipped yesterday
USR_00197,user_casey1694,16,24,2023/05/05,Study,medium,1,25.0,19.81,1.0,8.0,
USR_02117,user_jordan970,31,7,09-19-2023,Reading,medium,0,6.0,0.0,0.0,2.0,easy win
USR_02704,user_riley8175,24,18,08-14-2023,fitnes,medium,1,23.0,22.75,0.0,7.0,easy win
USR_02187,user_taylor9596,27,87,25/02/2023,Meditation,easy,1,78.0,12.17,,6.0,new record!
USR_02809,user_avery5782,24,27,10-27-2023,Social,hard,0,8.0,0.0,0.0,6.0,
USR_00802,user_blake5938,23,7,2023/07/06,sleep,hard,1,82.0,42.57,0.0,10.0,skipped yesterday
USR_01619,user_jordan7727,40,5,10/05/2023,FITNESS,medium,1,11.0,20.06,0.0,8.0,
USR_00110,user_taylor3129,29,22,2023/03/16,Meditation,trivial,1,,0.77,0.0,9.0,new record!
USR_01716,user_jordan1741,21,43,10-30-2022,Fitness,medium,1,131.0,19.98,0.0,8.0,
USR_00413,user_avery7263,32,67,2021-08-05,FITNESS,trivial,1,92.0,4.48,0.0,7.0,new record!
USR_00074,user_casey2514,25,30,2023/03/16,socail,easy,1,19.0,9.36,1.0,1.0,
USR_00712,user_drew7982,23,33,2022/11/19,diet,medium,1,10.0,18.95,0.0,,easy win
USR_02551,user_casey3857,23,24,2023-04-18,read,hard,1,13.0,36.4,0.0,7.0,struggled today
USR_02017,user_avery889,22,1,2022/01/26,stuyd,hard,0,1.0,0.0,,,
USR_00474,user_blake2156,16,76,2023-08-12,Work,medium,1,49.0,20.27,0.0,3.0,
USR_02621,user_taylor4704,36,3,2023/12/05,fitnes,trivial,1,27.0,,0.0,,
USR_02666,user_taylor4266,22,4,2021/05/17,study,trivial,0,41.0,0.0,1.0,7.0,
USR_01640,user_avery9985,20,66,30/07/2021,wrk,trivial,1,120.0,4.7,1.0,5.0,struggled today
USR_02303,user_blake1748,26,20,2023-01-26,meditation,medium,0,8.0,0.0,0.0,5.0,
USR_01045,user_blake669,39,90,08-24-2021,readng,medium,1,269.0,22.1,0.0,10.0,felt great
USR_02736,user_sam4085,42,6,07/06/2023,Sleep,easy,1,2.0,7.61,,8.0,
USR_01358,user_sam4400,35,29,05-21-2023,studying,hard,0,3.0,0.0,0.0,3.0,
USR_00127,user_casey2734,24,35,2023/07/12,fit,easy,1,3.0,15.62,1.0,6.0,
USR_02927,user_morgan5832,15,30,16/06/2023,Sleep,hard,1,17.0,45.07,0.0,,
USR_01513,user_drew1881,25,30,2023-11-12,study,hard,1,23.0,38.68,0.0,9.0,new record!
USR_00134,user_riley6940,20,6,2022/06/02,Meditation,easy,1,7.0,11.12,1.0,3.0,
USR_02521,user_taylor9429,47,5,29/07/2023,Reading,medium,0,6.0,0.0,1.0,3.0,
USR_02684,user_taylor3934,29,37,01/10/2022,nutrition,medium,1,3.0,15.77,1.0,6.0,struggled today
USR_02067,user_blake806,27,20,21/08/2023,study,medium,1,50.0,23.12,0.0,10.0,
USR_01716,user_jordan1741,21,43,2023-12-04,socializing,easy,1,23.0,11.01,1.0,7.0,
USR_01152,user_riley5900,21,37,2021/03/19,sleep,hard,1,4.0,39.94,1.0,9.0,new record!
USR_00214,user_riley5763,27,22,07/11/2022,meditaton,,1,17.0,40.63,1.0,,
USR_01549,user_drew50,29,11,08-13-2023,FITNESS,hard,0,15.0,0.0,0.0,2.0,
USR_01723,user_riley1974,15,11,2021-09-08,Social,easy,0,11.0,0.0,0.0,9.0,new record!
USR_01389,user_riley4050,23,85,2023/06/24,meditate,hard,1,39.0,43.36,1.0,5.0,
USR_01047,user_jordan5466,29,26,2023/03/08,working,easy,1,19.0,7.7,0.0,2.0,new record!
USR_02491,user_drew7143,20,1,18/02/2022,Nutrition,easy,0,6.0,,0.0,2.0,
USR_02442,user_jordan7806,23,31,2023/12/30,working,easy,0,5.0,0.0,0.0,5.0,
USR_00002,user_riley4022,30,49,2023/08/09,socail,medium,1,80.0,21.35,,8.0,
USR_02276,user_blake7310,34,31,07-07-2023,Study,medium,1,5.0,21.21,0.0,7.0,
USR_03000,user_blake2340,26,77,2022/10/01,fitnes,medium,1,27.0,15.43,0.0,1.0,easy win
USR_00083,user_sam1413,25,34,2023/01/10,fitness,hard,1,8.0,43.09,0.0,3.0,
USR_02909,user_alex7627,14,13,2022/07/14,studying,medium,0,5.0,0.0,0.0,,
USR_01553,user_casey7049,37,31,2023/12/21,Nutrition,hard,1,4.0,41.13,1.0,3.0,felt great
USR_00061,user_taylor6262,31,18,2023/09/27,meditate,medium,0,,0.0,,9.0,
USR_00788,user_morgan1089,18,9,12-02-2021,work,trivial,1,3.0,7.49,,2.0,struggled today
USR_02639,user_taylor1697,27,62,2023-11-26,FITNESS,hard,1,12.0,39.57,1.0,1.0,
USR_01308,user_taylor2947,11,2,11/01/2023,wrk,medium,1,21.0,21.74,0.0,1.0,
USR_00741,user_blake1298,13,4,12-02-2021,FITNESS,hard,1,10.0,38.63,1.0,10.0,
USR_01519,user_casey4887,26,15,23/08/2023,Study,easy,1,32.0,10.46,0.0,5.0,
USR_00513,user_sam7223,18,42,27/01/2023,Social,hard,1,17.0,40.02,0.0,6.0,new record!
USR_00970,user_blake917,42,16,07-30-2022,sleeep,medium,1,1.0,23.35,0.0,7.0,new record!
USR_00080,user_morgan5048,23,4,2023/07/15,sleeping,medium,1,91.0,23.86,0.0,,
USR_02234,user_casey6035,31,48,2022/09/14,Social,hard,1,97.0,37.34,0.0,3.0,
USR_01215,user_sam1663,32,11,11-18-2022,fit,trivial,1,24.0,-0.59,0.0,1.0,new record!
USR_00813,user_drew6182,22,36,26/01/2023,sleep,medium,1,6.0,22.53,1.0,4.0,struggled today
USR_00643,user_taylor6994,26,36,27/05/2022,read,medium,1,24.0,19.29,1.0,9.0,
USR_02038,user_taylor6619,15,9,09/01/2023,Reading,medium,1,29.0,16.19,0.0,5.0,skipped yesterday
USR_01509,user_riley2765,20,2,04-03-2023,readng,trivial,0,14.0,0.0,0.0,2.0,
USR_01004,user_blake9212,26,14,2023-04-22,diet,medium,1,20.0,18.41,0.0,3.0,
USR_01903,user_taylor3318,27,13,28/12/2022,work,medium,1,1.0,16.43,0.0,6.0,
USR_01171,user_alex8982,29,19,10-29-2022,diet,hard,0,8.0,0.0,1.0,10.0,
USR_02877,user_taylor5308,22,16,2023-06-12,wrk,medium,1,4.0,16.89,0.0,4.0,easy win
USR_01302,user_alex8729,29,42,06-05-2023,study,medium,1,21.0,20.96,0.0,8.0,new record!
USR_01821,user_drew5223,15,10,2021/09/12,Nutrition,hard,1,159.0,42.64,0.0,3.0,
USR_00615,user_alex5474,34,46,16/08/2023,Reading,medium,1,56.0,17.71,0.0,5.0,struggled today
USR_02113,user_taylor7489,31,38,2023/04/10,social,medium,1,54.0,20.17,0.0,,
USR_00934,user_casey1868,32,13,08-19-2023,readng,medium,0,4.0,,0.0,4.0,
USR_00053,user_taylor9570,22,77,02-27-2023,work,trivial,1,29.0,7.3,0.0,3.0,
USR_01824,user_avery2314,19,23,2023/07/06,study,medium,0,3.0,0.0,1.0,10.0,
USR_02263,user_morgan5921,36,76,10/11/2023,wrk,easy,1,3.0,13.62,0.0,10.0,
USR_00416,user_drew996,31,19,02-20-2022,Work,medium,1,8.0,13.93,0.0,2.0,
USR_00235,user_taylor5354,33,10,2022/05/26,meditate,easy,1,131.0,6.2,1.0,,
USR_00028,user_sam760,16,15,2022/09/01,meditate,hard,0,13.0,0.0,0.0,7.0,easy win
USR_01347,user_morgan9925,21,18,2023-01-07,Work,medium,0,24.0,0.0,0.0,2.0,new record!
USR_01042,user_morgan2373,20,35,2021/10/05,readng,hard,0,6.0,0.0,1.0,5.0,
USR_01412,user_avery3444,25,22,2023/09/05,fitness,easy,1,75.0,,1.0,5.0,felt great
USR_01546,user_blake4568,33,26,2022/06/21,socail,easy,1,16.0,9.98,0.0,7.0,easy win
USR_01364,user_avery5906,11,18,27/06/2023,socializing,medium,1,12.0,20.85,0.0,9.0,easy win
USR_01334,user_jordan5162,34,33,11/01/2023,meditation,medium,1,10.0,17.41,,,easy win
USR_01300,user_drew7926,22,35,2023-03-20,nutrtion,hard,0,5.0,0.0,,5.0,
USR_02812,user_taylor7064,11,21,2022/05/11,wrk,easy,1,7.0,8.45,0.0,8.0,
USR_02166,user_avery1878,19,73,09-09-2023,Meditation,easy,1,,5.51,0.0,7.0,
USR_02741,user_blake1769,13,8,2023-11-02,socializing,easy,1,6.0,7.47,0.0,7.0,new record!
USR_02978,user_avery8037,27,34,09-08-2023,Social,easy,1,9.0,9.81,0.0,2.0,
USR_02397,user_taylor5791,26,36,2023/04/16,wrk,medium,1,105.0,26.14,0.0,5.0,
USR_02969,user_jordan6358,24,36,05/12/2022,socializing,medium,1,80.0,15.51,,3.0,felt great
USR_00648,user_sam2077,17,5,2021-04-29,Meditation,hard,1,4.0,33.25,0.0,2.0,skipped yesterday
USR_01517,user_blake3590,28,6,08-13-2023,Fitness,easy,1,20.0,16.75,0.0,8.0,
USR_01041,user_morgan9149,14,3,01/10/2023,work,medium,0,15.0,0.0,0.0,5.0,
USR_01974,user_casey4145,18,21,23/07/2022,nutrtion,easy,1,11.0,10.14,0.0,9.0,
USR_02448,user_blake29,12,10,05-31-2022,nutrtion,easy,1,12.0,6.78,1.0,8.0,
USR_00421,user_jordan9053,24,13,2023-04-18,Meditation,hard,0,3.0,0.0,0.0,2.0,
USR_02514,user_alex1134,16,36,04-05-2022,nutrtion,medium,0,8.0,0.0,0.0,,
USR_02692,user_riley8070,14,18,2022/08/22,sleeping,medium,1,22.0,20.14,0.0,9.0,felt great
USR_01543,user_taylor6156,20,39,09-25-2023,meditate,medium,1,8.0,21.69,1.0,,skipped yesterday
USR_02511,user_morgan6484,22,5,2022-01-29,work,medium,1,72.0,16.85,1.0,,
USR_02785,user_alex3429,14,99,2022/06/28,Nutrition,easy,1,161.0,9.03,0.0,3.0,struggled today
USR_02968,user_avery6136,24,33,2023-07-16,fitnes,hard,1,11.0,40.66,0.0,9.0,
USR_01387,user_riley7943,22,7,22/02/2023,Reading,hard,0,5.0,0.0,0.0,10.0,felt great
USR_01199,user_blake2188,18,9,2023-05-23,reading,medium,1,6.0,12.3,0.0,1.0,
USR_01823,user_drew1715,22,23,2023/12/22,Social,medium,1,24.0,18.25,0.0,4.0,felt great
USR_02573,user_sam8500,30,18,02-17-2023,fitness,medium,1,1.0,23.41,0.0,,easy win
USR_00861,user_sam1826,34,1,03/02/2023,work,hard,1,16.0,41.36,1.0,,skipped yesterday
USR_02378,user_avery5888,22,31,03/01/2023,Meditation,hard,1,6.0,35.86,0.0,10.0,
USR_01988,user_sam5519,29,32,09/04/2023,studying,easy,0,14.0,0.0,1.0,2.0,
USR_01349,user_taylor5357,32,63,2023/08/15,Sleep,hard,1,56.0,36.23,0.0,7.0,
USR_02054,user_blake9780,28,76,2023/03/01,readng,medium,1,21.0,19.37,0.0,6.0,
USR_01730,user_blake812,23,15,2022-05-02,FITNESS,easy,1,8.0,6.42,1.0,7.0,new record!
USR_01650,user_alex5498,28,14,11-26-2023,fit,hard,1,2.0,33.04,1.0,9.0,
USR_02935,user_jordan1448,37,37,11/10/2021,studying,hard,1,10.0,39.46,0.0,10.0,struggled today
USR_00378,user_morgan7444,35,1,27/11/2023,Nutrition,hard,1,6.0,39.72,0.0,2.0,skipped yesterday
USR_01327,user_sam8663,26,24,02-27-2023,Work,easy,1,72.0,14.76,1.0,8.0,skipped yesterday
USR_01902,user_taylor1293,27,30,11-12-2023,Study,medium,1,,25.28,0.0,5.0,
USR_00183,user_alex68,29,46,2023-04-21,stuyd,medium,1,15.0,22.07,0.0,4.0,
USR_00310,user_avery2987,29,27,2023/02/14,meditaton,medium,1,1.0,20.25,0.0,9.0,felt great
USR_02084,user_casey9987,22,31,2023/12/14,diet,easy,1,40.0,4.67,1.0,9.0,skipped yesterday
USR_01998,user_taylor6638,14,15,27/07/2023,sleep,easy,0,68.0,0.0,0.0,2.0,skipped yesterday
USR_00896,user_morgan793,31,6,14/10/2021,working,trivial,1,5.0,6.32,1.0,7.0,
USR_00284,user_jordan2481,28,15,06/05/2023,reading,medium,1,79.0,15.6,,4.0,easy win
USR_02534,user_avery9624,29,27,2023/04/08,Nutrition,medium,0,45.0,0.0,0.0,7.0,
USR_01067,user_drew7881,31,34,18/03/2023,readng,medium,1,44.0,15.42,0.0,6.0,struggled today
USR_00595,user_riley8081,28,80,2022/09/01,reading,easy,1,35.0,11.21,1.0,6.0,
USR_01496,user_drew888,-1,30,2023-07-17,Fitness,medium,1,34.0,19.33,0.0,1.0,
USR_00059,user_jordan6926,31,21,2023-10-13,Social,trivial,1,9.0,3.34,0.0,9.0,
USR_02636,user_jordan3854,37,9,08-29-2023,study,medium,1,11.0,22.77,0.0,,felt great
USR_02371,user_taylor5971,33,33,2022/11/25,Work,easy,1,10.0,4.9,1.0,6.0,
USR_02039,user_taylor7831,27,4,2022/11/17,studying,medium,1,120.0,22.23,1.0,3.0,
USR_00937,user_taylor9212,23,35,2022/06/25,sleep,medium,1,2.0,23.33,1.0,,struggled today
USR_02202,user_morgan9079,31,4,2023-06-20,meditaton,hard,1,47.0,38.62,1.0,3.0,
USR_01670,user_casey6829,25,10,2023/03/10,nutrition,easy,0,7.0,0.0,1.0,8.0,
USR_01215,user_sam1663,32,11,2022/12/23,stuyd,medium,1,2.0,17.48,0.0,9.0,skipped yesterday
USR_02220,user_alex4845,26,1,16/03/2022,studying,easy,0,3.0,0.0,0.0,3.0,new record!
USR_00677,user_drew8323,27,25,2023/02/01,readng,easy,1,15.0,7.57,0.0,,
USR_00178,user_morgan3345,30,7,18/08/2023,sleep,trivial,0,8.0,0.0,1.0,8.0,
USR_00698,user_jordan6072,23,36,2023-01-21,meditate,easy,1,4.0,4.3,1.0,10.0,
USR_00926,user_drew540,35,23,2023/01/15,social,easy,0,12.0,0.0,0.0,4.0,
USR_00005,user_sam9684,34,32,2022-12-16,studying,hard,1,15.0,40.5,0.0,1.0,
USR_02308,user_alex7775,19,24,2023/07/08,socializing,hard,1,4.0,37.82,0.0,5.0,
USR_01531,user_blake2768,28,22,2023-11-03,meditaton,easy,0,13.0,0.0,0.0,4.0,
USR_02745,user_avery3171,25,35,2022-03-07,sleep,hard,1,8.0,43.25,1.0,2.0,
USR_02089,user_alex8990,23,27,10-05-2023,socail,easy,1,7.0,10.96,1.0,1.0,
USR_00718,user_casey2258,26,66,16/05/2023,FITNESS,medium,1,45.0,26.15,0.0,6.0,new record!
USR_01614,user_blake207,31,5,2023/06/22,sleeping,hard,0,9.0,0.0,0.0,4.0,
USR_02917,user_avery9792,33,24,2023/03/19,Work,easy,1,1.0,,0.0,4.0,
USR_01838,user_morgan8956,20,39,12/10/2022,Work,easy,1,1.0,9.35,0.0,1.0,
USR_00844,user_sam6152,21,66,2021/10/29,sleeping,easy,1,18.0,,1.0,9.0,
USR_00209,user_morgan5010,28,33,2023/10/23,sleeep,medium,1,8.0,18.68,1.0,,
USR_02296,user_avery6636,37,36,2023/12/30,diet,trivial,1,134.0,1.12,1.0,5.0,struggled today
USR_02499,user_alex2881,22,89,2023/03/11,fit,easy,0,16.0,0.0,0.0,9.0,easy win
USR_01349,user_taylor5357,32,63,2022-09-17,working,medium,1,11.0,26.26,1.0,8.0,
USR_00764,user_sam5095,17,38,2023/09/07,sleep,hard,1,26.0,39.73,1.0,,
USR_02735,user_jordan6094,32,77,2021-10-21,meditation,hard,1,2.0,39.57,0.0,,
USR_02204,user_casey4770,19,17,09-23-2023,fitness,easy,1,1.0,5.76,1.0,7.0,struggled today
USR_02861,user_riley6470,26,36,2022-09-04,meditaton,medium,1,12.0,23.73,1.0,4.0,new record!
USR_00004,user_sam8945,16,36,14/12/2023,study,trivial,1,25.0,8.63,0.0,,
USR_00834,user_riley1384,23,13,2023/08/14,studying,trivial,1,44.0,10.49,1.0,3.0,struggled today
USR_01360,user_jordan6393,26,8,20/08/2023,readng,easy,0,5.0,0.0,1.0,,
USR_01644,user_alex2694,31,5,11-26-2023,meditate,easy,1,8.0,10.41,1.0,3.0,
USR_00230,user_morgan7076,38,36,2023-05-02,Sleep,medium,1,4.0,24.95,0.0,9.0,
USR_02694,user_alex2502,20,31,13/04/2023,readng,medium,1,3.0,,,,felt great
USR_00484,user_jordan8175,24,28,2023-04-18,Fitness,medium,1,8.0,21.14,0.0,3.0,
USR_01968,user_casey3397,33,34,2022/03/28,Social,medium,0,2.0,0.0,0.0,,
USR_00751,user_riley3242,21,5,2023/08/22,Study,,1,27.0,21.87,0.0,2.0,
USR_02827,user_blake8386,16,26,2023/12/27,sleeep,easy,0,40.0,0.0,0.0,,
USR_00975,user_morgan8511,33,1,01-23-2022,Study,medium,1,21.0,14.85,0.0,,
USR_01500,user_blake8291,15,84,31/10/2022,FITNESS,easy,1,61.0,9.06,,7.0,
USR_00741,user_blake1298,13,4,2022/11/13,working,medium,0,4.0,0.0,0.0,2.0,easy win
USR_02859,user_blake1485,18,1,2022/01/27,fit,medium,1,27.0,16.71,1.0,8.0,struggled today
USR_01031,user_alex6573,41,28,2023-03-23,Sleep,easy,0,23.0,0.0,1.0,6.0,
USR_00866,user_riley7042,38,31,2021/07/01,stuyd,easy,1,24.0,,1.0,,easy win
USR_02508,user_casey14,32,7,14/09/2023,nutrtion,medium,1,12.0,21.46,0.0,,easy win
USR_01366,user_jordan1440,24,12,2023/04/02,work,medium,1,1.0,19.77,,8.0,
USR_01725,user_riley9894,22,11,2023-11-26,sleeep,easy,0,1.0,0.0,0.0,9.0,struggled today
USR_02230,user_morgan9056,31,27,2023/01/06,sleeep,hard,0,4.0,0.0,0.0,9.0,
USR_01621,user_drew1116,23,36,2023-07-04,readng,trivial,1,9.0,4.7,0.0,5.0,
USR_02024,user_alex2480,26,9,2022/05/27,fit,hard,1,108.0,42.66,1.0,10.0,felt great
USR_01357,user_casey1214,22,56,11-10-2022,read,medium,1,29.0,18.44,1.0,,
USR_02978,user_avery8037,27,34,05-07-2021,stuyd,medium,1,61.0,25.52,1.0,3.0,
USR_00834,user_riley1384,23,13,06-13-2023,meditaton,medium,0,122.0,0.0,1.0,10.0,felt great
USR_00492,user_jordan1153,15,18,07-09-2021,wrk,hard,0,1.0,0.0,1.0,,
