student_id,profile,date,week_num,is_weekend,is_deadline_week,sleep_hours,focus_minutes,activity_steps,stress_level,mood_score,caffeine_drinks,social_hours,goal_completion_rate,burnout_score
STU_0054,average,2023-11-21,12,0,1,4.89,68.6,6027.0,6.5,3.4,4.5,2.23,0.5133792076919464,0.522
STU_0121,burnout_risk,2023-12-20,16,0,1,3.48,74.8,3832.0,,1.0,4.4,,0.5050754557070776,0.665
STU_0142,struggling,2023-12-09,15,1,1,4.9,35.3,,9.1,1.0,5.5,2.64,0.291807876171847,0.451
STU_0477,struggling,2023-11-27,13,0,0,5.47,27.8,6524.0,6.3,1.5,,0.0,0.4887720814705734,0.379
STU_0236,average,2023-11-20,12,0,1,4.95,48.8,6986.0,7.2,3.6,,0.0,0.42879622395295997,0.58
STU_0104,struggling,2023-09-23,4,1,0,5.65,12.5,6461.0,7.4,1.0,4.6,1.75,0.37711966899176635,0.391
STU_0058,struggling,2023-12-07,14,0,1,4.28,61.7,4807.0,10.0,1.0,4.0,0.9,0.408069149664805,0.605
STU_0094,average,2023-12-13,15,0,1,5.36,65.8,5740.0,9.3,1.4,4.0,0.03,0.3271218662928351,0.538
STU_0339,average,2023-12-24,17,1,0,6.59,57.1,9221.0,4.9,3.0,3.6,1.79,0.4386448620745627,0.325
STU_0036,average,2023-11-22,12,0,1,4.03,75.3,7756.0,6.7,3.9,3.4,1.24,0.5276023408698315,0.485
STU_0265,average,2023-11-29,13,0,0,5.58,,4387.0,5.9,3.2,3.0,1.45,0.4696630421060354,0.311
STU_0147,struggling,2023-12-08,15,0,1,4.12,39.6,2816.0,8.2,1.0,3.7,0.63,0.42005188402842647,0.618
STU_0496,struggling,2023-09-09,2,1,0,5.54,20.8,6227.0,9.3,1.0,3.6,0.67,0.30331214210424007,0.497
STU_0303,average,2023-10-31,9,0,0,,50.7,7769.0,3.8,2.6,3.1,1.58,0.5197776280916176,0.229
STU_0115,struggling,2023-10-18,7,0,1,4.58,,5817.0,10.0,1.0,3.7,1.34,0.3944619598088734,0.548
STU_0015,average,2023-11-10,11,0,0,5.29,49.9,3351.0,5.1,3.6,1.7,1.03,0.5827906574191737,0.249
STU_0026,high_performer,2023-10-21,8,1,1,5.63,91.3,2738.0,6.9,2.9,4.6,1.28,0.6201448573120053,0.517
STU_0298,average,2023-12-24,17,1,0,7.69,51.5,7128.0,5.5,2.1,3.1,0.0,0.3779037075381467,0.255
STU_0252,burnout_risk,2023-09-05,1,0,0,4.91,55.4,7676.0,9.1,1.0,4.2,1.12,0.36634428885628334,0.476
STU_0268,high_performer,2023-09-19,3,0,1,5.52,117.2,3267.0,5.5,4.7,1.8,0.19,0.4989989870333529,0.446
STU_0157,burnout_risk,2023-09-02,1,1,0,4.4,53.0,8793.0,10.0,1.0,4.8,0.0,0.3352017600432228,0.53
STU_0442,burnout_risk,2023-11-24,13,0,0,7.9,79.1,4429.0,8.9,1.0,4.4,0.0,0.31765350560601413,0.447
STU_0014,burnout_risk,2023-12-11,15,0,1,3.63,89.0,7464.0,10.0,1.0,4.7,1.82,0.4225377059364142,0.674
STU_0034,average,2023-11-15,11,0,0,6.54,61.7,6536.0,5.4,3.2,2.8,2.25,0.520601565696525,0.358
STU_0225,struggling,2023-11-23,12,0,1,4.81,37.4,2322.0,10.0,1.4,4.1,0.85,0.3980819764175311,0.583
STU_0170,struggling,2023-09-06,1,0,0,6.61,,6990.0,7.0,1.8,3.2,1.66,0.1855558714001121,0.309
STU_0104,struggling,2023-10-20,8,0,1,4.83,33.3,7372.0,9.5,1.0,5.2,,0.2660397248327856,0.525
STU_0466,average,2023-12-06,14,0,1,6.44,69.7,,8.1,4.7,4.3,0.0,0.5891933420198193,0.495
STU_0367,average,2023-09-17,3,1,1,,53.9,7790.0,,2.5,4.4,0.99,0.39387050256170597,0.534
STU_0433,average,2023-09-27,4,0,0,8.61,57.8,5587.0,5.2,4.4,3.6,0.51,0.5297178868051579,0.401
STU_0271,average,2023-11-16,11,0,0,7.38,53.3,7266.0,5.2,3.9,2.3,1.24,0.5686952232819531,0.362
STU_0281,average,2023-10-26,8,0,1,4.45,60.0,,7.1,2.1,,0.7,0.3682684335726854,0.514
STU_0137,average,2023-09-30,5,1,0,7.46,33.7,4427.0,5.8,4.0,3.5,0.49,0.3949931498156627,0.249
STU_0143,average,2023-09-02,1,1,0,7.01,39.9,10348.0,4.3,4.4,4.2,0.6,0.31117185264552677,0.205
STU_0020,average,2023-09-01,1,0,0,8.35,48.6,8528.0,3.5,3.3,3.0,0.92,0.4811901354570109,0.188
STU_0018,average,2023-12-21,16,0,1,4.9,58.9,6372.0,8.0,1.9,3.1,0.0,0.2871732637972343,0.451
STU_0350,average,2023-09-16,3,1,1,5.36,23.1,10990.0,7.2,4.6,3.0,,0.5100228293578847,0.436
STU_0295,average,2023-11-08,10,0,0,5.51,83.3,6628.0,4.4,2.8,3.5,2.18,0.6236750842290096,0.356
STU_0009,burnout_risk,2023-12-20,16,0,1,2.0,79.8,,10.0,1.0,6.4,0.0,0.5201586922342271,0.693
STU_0151,average,2023-09-05,1,0,0,6.54,36.8,1996.0,3.4,,,0.65,0.3814419818395794,0.176
STU_0160,burnout_risk,2023-12-11,15,0,1,4.42,85.6,4313.0,10.0,,4.3,1.43,0.3738425769390382,0.61
STU_0390,high_performer,2023-09-13,2,0,0,7.42,85.9,3538.0,2.1,5.3,2.0,,0.6887880164247624,0.227
STU_0278,struggling,2023-12-24,17,1,0,7.04,12.8,5824.0,4.9,3.1,3.2,0.0,0.6487113361809818,0.266
STU_0487,average,2023-12-06,14,0,1,4.73,58.2,10849.0,10.0,4.0,4.6,0.09,0.05926894369314756,0.638
STU_0375,burnout_risk,2023-11-07,10,0,0,5.37,77.9,4228.0,8.5,1.0,4.7,0.52,0.40404938073309604,0.559
STU_0242,average,2023-09-17,3,1,1,3.59,28.3,7233.0,8.0,2.3,4.5,1.09,0.4510911461395237,0.517
STU_0369,high_performer,2023-09-29,5,0,0,5.43,96.3,,3.6,5.9,2.8,1.76,0.6024302514919986,0.347
STU_0394,high_performer,2023-12-02,14,1,1,4.81,,6884.0,4.1,,0.8,2.64,0.4677883528186271,0.409
STU_0156,struggling,2023-10-26,8,0,1,4.95,36.7,,7.9,1.4,3.2,0.0,0.6141505711747015,0.526
STU_0015,average,2023-11-24,13,0,0,7.22,79.6,8495.0,4.9,3.5,1.9,0.0,0.38096162667952715,0.351
STU_0026,high_performer,2023-11-19,12,1,1,5.33,84.0,6326.0,,4.6,3.6,0.56,0.47321884909502804,0.515
STU_0309,high_performer,2023-09-06,1,0,0,7.87,88.9,4628.0,4.6,3.8,3.5,0.69,0.5681230283045692,0.273
STU_0286,struggling,2023-12-26,17,0,0,6.32,21.8,3679.0,5.7,4.3,3.0,0.0,0.41741894725452156,0.264
STU_0285,high_performer,2023-09-29,5,0,0,6.57,85.9,,2.4,4.6,1.8,1.51,0.5430344057418803,0.269
STU_0003,high_performer,2023-09-08,2,0,0,7.34,71.6,6064.0,3.2,7.5,3.0,0.78,0.5219859763587122,0.31
STU_0292,average,2023-12-02,14,1,1,6.13,33.2,6946.0,6.4,2.9,,0.0,0.45876589004326324,0.395
STU_0178,average,2023-09-17,3,1,1,4.16,39.2,9726.0,8.2,2.2,5.9,0.0,0.283463851263527,0.488
STU_0121,burnout_risk,2023-09-25,4,0,0,5.4,71.7,9177.0,10.0,1.0,5.3,0.58,0.3076847249877356,0.681
STU_0491,struggling,2023-12-06,14,0,1,3.43,23.3,3368.0,9.3,1.0,5.0,0.0,0.2822545176801071,0.498
STU_0460,high_performer,2023-11-27,13,0,0,6.95,92.8,3849.0,4.0,5.7,3.2,,0.7054467444218725,0.435
STU_0177,burnout_risk,2023-11-17,12,0,1,,95.7,7622.0,10.0,1.0,5.8,1.14,0.5003275219224845,0.642
STU_0225,struggling,2023-09-18,3,0,1,5.11,43.7,8477.0,10.0,1.1,4.5,0.37,0.3123011397861336,0.572
STU_0373,average,2023-12-27,17,0,0,6.16,21.2,6143.0,4.7,1.8,2.6,1.02,0.4340271684266067,0.306
STU_0429,average,2023-10-23,8,0,1,,71.3,,6.8,2.5,,0.0,0.318654971888751,0.332
STU_0135,struggling,2023-09-04,1,0,0,5.99,45.5,6275.0,6.8,1.0,5.2,,0.47698283610061887,0.46
STU_0440,average,2023-09-08,2,0,0,5.98,73.0,5665.0,5.0,4.2,3.7,0.45,0.4976259426613137,0.349
STU_0104,struggling,2023-12-23,17,1,0,,,7944.0,6.3,1.2,4.2,1.9,0.45429016410143724,0.343
STU_0032,struggling,2023-12-15,16,0,1,4.85,18.5,5073.0,10.0,1.0,4.8,0.0,0.28739638948850843,0.576
STU_0419,high_performer,2023-10-01,5,1,0,7.85,89.5,6758.0,2.6,7.0,1.4,2.46,0.6352583951094004,0.237
STU_0349,struggling,2023-09-01,1,0,0,6.49,53.5,4571.0,5.1,1.1,2.5,1.65,0.46999799254850755,0.339
STU_0094,average,2023-10-29,9,1,0,5.88,39.2,8470.0,5.1,3.0,3.0,1.83,0.44586510103169436,0.435
STU_0416,struggling,2023-11-01,9,0,0,5.5,44.7,1549.0,7.8,1.0,3.6,1.02,0.4692075410416645,0.573
STU_0298,average,2023-11-19,12,1,1,4.94,15.1,5883.0,7.7,,4.1,0.18,0.3860147944068055,0.505
STU_0304,struggling,2023-09-02,1,1,0,5.86,0.0,7029.0,5.7,1.5,2.7,0.09,0.43949968432614783,0.329
STU_0019,average,2023-10-28,9,1,0,5.47,40.4,7302.0,7.4,2.9,,0.47,0.3777348740388421,0.503
STU_0445,average,2023-11-16,11,0,0,7.85,59.5,7033.0,3.6,5.5,3.8,1.98,0.6104544282303651,0.166
STU_0155,average,2023-09-12,2,0,0,,62.5,5311.0,4.6,4.9,,1.55,0.37415201303247453,0.31
STU_0443,struggling,2023-12-02,14,1,1,3.57,0.0,8436.0,8.3,1.4,3.7,0.69,0.3297176875584067,0.548
STU_0384,average,2023-10-20,8,0,1,4.13,56.3,7835.0,9.3,3.7,5.9,0.23,0.49177266999508906,0.607
STU_0198,average,2023-09-28,4,0,0,,53.8,8285.0,6.6,4.3,3.9,2.33,0.4216437480381998,0.268
STU_0495,high_performer,2023-11-08,10,0,0,6.81,100.8,6455.0,1.3,6.7,2.4,2.34,0.4703774783252347,0.29
STU_0459,average,2023-12-02,14,1,1,5.24,39.7,6466.0,,3.6,3.8,0.61,0.5087953575417605,0.464
STU_0486,struggling,2023-12-19,16,0,1,4.71,37.4,4097.0,10.0,1.0,3.6,0.45,0.2935094482701039,0.578
STU_0483,average,2023-12-26,17,0,0,8.67,46.7,,4.8,,3.6,1.5,0.37942385744804347,0.109
STU_0137,average,2023-09-16,3,1,1,6.2,37.8,9160.0,9.3,1.8,4.2,1.64,0.32682212226216056,0.454
STU_0400,average,2023-12-03,14,1,1,3.67,40.6,7470.0,7.3,2.7,3.7,1.11,0.5069893753434924,0.517
STU_0155,average,2023-12-20,16,0,1,5.71,62.4,4995.0,5.8,,3.2,1.39,0.4168206833434448,0.37
STU_0154,average,2023-12-13,15,0,1,5.42,82.5,3936.0,5.8,4.6,3.4,0.3,0.6567930450674159,0.536
STU_0254,average,2023-10-11,6,0,0,7.18,37.4,6164.0,5.9,4.6,2.4,2.02,0.23789725881989277,0.25
STU_0182,struggling,2023-09-02,1,1,0,5.31,14.9,6560.0,7.0,1.0,5.7,2.75,0.42197962124960686,0.484
STU_0013,high_performer,2023-12-12,15,0,1,6.61,81.5,,4.5,5.9,2.1,2.11,0.5551643357573999,0.301
STU_0215,average,2023-09-21,3,0,1,,77.3,,6.4,3.1,,1.88,0.3929103512390457,0.469
STU_0310,struggling,2023-12-24,17,1,0,4.85,12.0,7766.0,7.4,1.8,3.4,1.15,0.23345045579820284,0.445
STU_0430,struggling,2023-10-05,5,0,0,5.65,23.7,5871.0,7.8,1.0,4.1,0.15,0.31741945284159584,0.55
STU_0146,average,2023-11-08,10,0,0,5.99,56.9,,4.5,2.7,3.0,3.27,0.7135514973972095,0.291
STU_0206,high_performer,2023-12-23,17,1,0,6.88,59.7,7515.0,4.5,4.1,,1.19,0.473214898174937,0.267
STU_0187,struggling,2023-11-04,10,1,0,7.5,0.0,8521.0,8.1,1.0,3.3,1.42,0.2755173713506811,0.37
STU_0156,struggling,2023-09-16,3,1,1,5.42,8.0,10263.0,9.4,1.0,3.5,1.39,0.12547989800327033,0.518
STU_0040,average,2023-09-04,1,0,0,7.87,,5959.0,4.4,2.6,1.9,1.18,0.42059192056975514,0.287
STU_0304,struggling,2023-12-17,16,1,1,5.18,6.8,,10.0,1.0,4.0,,0.22765569239670225,0.533
STU_0429,average,2023-09-04,1,0,0,8.35,53.1,7548.0,4.4,5.3,3.4,2.26,0.4191090480172145,0.105
STU_0306,high_performer,2023-10-25,8,0,1,5.88,109.1,8924.0,5.6,3.7,4.2,0.25,0.5749343488572256,0.456
STU_0208,average,2023-12-09,15,1,1,3.71,57.0,11537.0,7.4,3.4,3.3,1.26,0.4042524146040091,0.505
STU_0309,high_performer,2023-10-15,7,1,1,6.47,50.2,6232.0,4.6,4.1,4.8,0.0,0.612074277280382,0.287
STU_0195,struggling,2023-10-09,6,0,0,5.61,739.0,4690.0,6.0,1.5,1.5,1.73,0.27467737457786745,0.32
STU_0186,average,2023-09-26,4,0,0,6.07,,6038.0,4.0,3.8,2.3,0.77,0.49501780762811715,0.322
STU_0283,average,2023-10-14,7,1,1,4.77,53.8,8116.0,6.1,4.2,3.4,0.67,0.5459250746639922,0.53
STU_0241,average,2023-12-05,14,0,1,4.66,67.1,4870.0,8.0,1.3,3.6,0.42,0.548921324068608,0.535
STU_0260,struggling,2023-09-27,4,0,0,5.09,32.2,7206.0,8.3,,3.4,0.45,0.49272639885968517,0.539
STU_0173,struggling,2023-11-23,12,0,1,5.56,,7150.0,9.9,1.3,3.1,1.18,0.4937737506823097,0.57
STU_0032,struggling,2023-10-25,8,0,1,4.34,26.5,6631.0,10.0,1.0,4.7,0.32,0.07566868415424055,0.62
STU_0390,high_performer,2023-11-03,10,0,0,7.53,102.9,2207.0,1.6,6.5,1.1,0.98,0.5772355248159968,0.183
STU_0284,average,2023-11-06,10,0,0,7.19,45.7,2339.0,4.2,2.7,3.4,2.62,0.37266586392541706,0.266
STU_0277,struggling,2023-12-27,17,0,0,5.87,23.7,7102.0,6.3,1.0,3.5,0.54,0.5423439544946491,0.303
STU_0100,high_performer,2023-09-22,4,0,0,,97.4,7564.0,3.8,3.3,2.4,1.17,0.45375693806239537,0.257
STU_0203,high_performer,2023-11-23,12,0,1,5.49,118.0,7339.0,5.2,4.5,2.8,0.0,0.5664922476080304,0.514
STU_0365,high_performer,2023-11-08,10,0,0,7.87,102.0,7373.0,1.5,5.0,0.1,0.59,0.5407008661338245,0.226
STU_0202,average,2023-09-27,4,0,0,7.41,51.5,8198.0,5.2,2.6,1.3,0.25,0.4035783066261214,0.328
STU_0131,average,2023-09-27,4,0,0,7.47,52.4,7277.0,5.6,4.8,2.2,0.61,0.3861568213913409,0.341
STU_0144,average,2023-11-16,11,0,0,5.46,57.8,5390.0,3.1,4.8,2.6,2.08,0.4193406339007274,0.27
STU_0148,high_performer,2023-10-15,7,1,1,5.24,65.8,6312.0,6.1,5.0,2.7,3.09,0.5871420052241979,0.495
STU_0237,burnout_risk,2023-10-08,6,1,0,5.55,43.9,5871.0,9.6,1.0,5.2,0.0,0.1638438493309593,0.542
STU_0283,average,2023-10-03,5,0,0,5.4,64.2,6830.0,4.7,5.0,1.4,0.91,0.3404366059392372,0.394
STU_0202,average,2023-12-20,16,0,1,5.59,87.3,7205.0,6.2,5.0,2.3,1.72,0.5680212093926088,0.445
STU_0259,high_performer,2023-12-05,14,0,1,7.51,101.6,7167.0,7.4,4.2,4.4,0.63,0.6818924480471336,0.378
STU_0455,average,2023-11-06,10,0,0,6.36,57.2,7825.0,5.2,3.4,3.9,0.0,0.7341479578041333,0.423
STU_0327,average,2023-09-13,2,0,0,7.21,71.3,4371.0,6.8,1.3,1.9,1.16,0.4857876087720507,0.362
STU_0009,burnout_risk,2023-10-26,8,0,1,3.25,69.4,4497.0,9.4,1.0,3.3,1.28,0.2693707361822284,0.644
STU_0356,struggling,2023-09-18,3,0,1,,27.8,6683.0,9.5,1.1,3.0,1.19,0.4700466514613143,0.511
STU_0315,average,2023-10-21,8,1,1,,41.3,3958.0,7.8,3.0,4.8,,0.34781722767962747,0.4
STU_0251,average,2023-10-18,7,0,1,5.04,70.5,2200.0,5.6,3.0,3.4,1.56,0.3252576963548393,0.471
STU_0101,average,2023-09-26,4,0,0,7.47,53.7,6815.0,,2.2,3.4,1.47,0.52640893384258,0.276
STU_0187,struggling,2023-09-22,4,0,0,5.72,46.5,4236.0,5.2,3.1,,0.24,0.6634150988916531,0.342
STU_0311,high_performer,2023-11-05,10,1,0,7.31,77.8,12492.0,2.5,5.2,2.5,1.85,0.5566407474074454,0.174
STU_0365,high_performer,2023-09-03,1,1,0,7.62,74.1,11205.0,3.3,3.9,2.6,1.77,0.44008822826307425,0.223
STU_0047,average,2023-09-24,4,1,0,6.27,42.1,8000.0,3.9,5.9,2.9,2.31,0.5257005433214769,0.183
STU_0333,high_performer,2023-11-19,12,1,1,5.7,43.9,7728.0,5.0,6.1,3.4,2.51,0.40766701075495126,0.374
STU_0213,average,2023-11-10,11,0,0,5.26,54.2,,4.6,5.1,,1.93,0.5250053376626256,0.409
STU_0392,average,2023-09-25,4,0,0,4.95,29.7,11356.0,4.7,,,0.73,0.5370186213555912,0.244
STU_0374,average,2023-11-27,13,0,0,6.21,16.7,7453.0,5.1,5.0,3.9,1.44,0.47761507848726226,0.164
STU_0446,struggling,2023-12-02,14,1,1,4.85,15.3,6515.0,9.6,,4.5,1.12,0.3251216395565463,0.517
STU_0410,struggling,2023-11-14,11,0,0,4.72,29.3,6049.0,7.4,1.5,4.3,1.68,0.4403634143958996,0.484
STU_0318,average,2023-12-28,17,0,0,7.14,,6077.0,6.9,2.9,4.2,,0.19171227076891473,0.349
STU_0393,struggling,2023-12-07,14,0,1,3.57,42.8,3415.0,10.0,1.0,4.3,1.48,0.3213833292026919,0.597
STU_0466,average,2023-12-21,16,0,1,,68.1,5865.0,7.9,2.6,4.4,1.5,0.3505546830126914,0.486
STU_0139,average,2023-10-22,8,1,1,5.15,49.4,8270.0,7.4,3.6,3.7,0.3,0.4268987181978592,0.493
STU_0101,average,2023-11-08,10,0,0,6.16,61.4,3841.0,6.0,3.7,3.0,1.28,0.3869073846552996,0.443
STU_0250,burnout_risk,2023-09-26,4,0,0,4.58,66.2,4850.0,10.0,1.0,4.6,0.93,0.3914532671053157,0.557
STU_0428,struggling,2023-11-10,11,0,0,5.52,21.0,9797.0,7.8,1.0,,,0.4298547219726845,0.436
STU_0345,average,2023-12-10,15,1,1,3.88,46.4,8167.0,5.9,3.2,4.0,0.28,0.4367901201091562,0.514
STU_0096,burnout_risk,2023-10-11,6,0,0,,63.1,7276.0,6.1,1.0,3.8,0.97,0.5004529670620899,0.5
STU_0413,struggling,2023-12-27,17,0,0,5.62,23.0,2020.0,8.2,,3.4,1.45,0.5294629617178487,0.364
STU_0032,struggling,2023-09-01,1,0,0,7.49,29.5,5465.0,7.3,1.0,4.5,0.43,0.5556521350115037,0.302
STU_0249,struggling,2023-12-26,17,0,0,5.42,,5879.0,10.0,1.0,4.0,,0.2630492748020394,0.488
STU_0081,average,2023-12-15,16,0,1,4.77,52.3,8053.0,7.5,2.3,,1.08,0.35011399270792815,0.486
STU_0365,high_performer,2023-11-16,11,0,0,7.49,72.8,4697.0,2.2,7.2,1.5,0.21,0.5593157207703787,0.11
STU_0300,high_performer,2023-09-29,5,0,0,7.78,123.6,3995.0,3.0,5.7,1.8,2.51,0.5321194628317156,0.234
STU_0290,average,2023-12-03,14,1,1,4.49,51.5,8653.0,8.2,2.7,3.6,1.27,0.4716991734059128,0.595
STU_0206,high_performer,2023-10-10,6,0,0,7.13,103.0,,5.4,5.4,2.8,0.0,0.6286808434176796,0.353
STU_0042,average,2023-11-24,13,0,0,7.59,37.1,3774.0,5.1,3.2,2.9,,0.29826462462987074,0.28
STU_0400,average,2023-11-13,11,0,0,5.98,58.2,5162.0,4.5,3.6,3.8,1.01,0.42789134796222655,0.279
STU_0059,burnout_risk,2023-09-04,1,0,0,5.28,108.7,6223.0,7.3,1.5,,2.05,0.42899074712931995,0.532
STU_0162,struggling,2023-12-07,14,0,1,3.67,61.7,7176.0,7.3,1.0,5.2,0.66,0.5536647407961068,0.602
STU_0135,struggling,2023-10-12,6,0,0,5.82,11.8,11615.0,7.2,1.2,4.3,0.98,0.24480497033166662,0.466
STU_0088,average,2023-09-15,3,0,1,4.05,93.8,8158.0,8.1,3.8,4.2,1.04,0.7403905286131346,0.522
STU_0140,high_performer,2023-11-23,12,0,1,5.67,116.1,3997.0,4.7,,2.8,0.72,0.8408419137112317,0.433
STU_0286,struggling,2023-10-10,6,0,0,6.51,34.2,4507.0,8.6,1.0,4.1,0.82,0.21795826797354587,0.36
STU_0080,average,2023-10-24,8,0,1,4.73,57.1,3576.0,6.6,3.4,3.4,0.92,0.3470457265833089,0.549
STU_0010,average,2023-09-05,1,0,0,6.76,55.6,3888.0,2.5,3.8,3.3,2.53,0.5356826667894251,0.222
STU_0417,average,2023-11-08,10,0,0,6.45,58.9,5099.0,4.0,,1.2,1.25,0.4312013281745928,0.272
STU_0131,average,2023-10-21,8,1,1,5.15,23.7,7293.0,9.0,3.1,3.8,1.14,0.20064448244750566,0.596
STU_0415,average,2023-10-09,6,0,0,6.7,66.3,6550.0,5.4,4.4,3.0,1.0,0.5077333939477643,0.337
STU_0156,struggling,2023-11-05,10,1,0,6.67,4.6,8191.0,6.3,2.2,5.0,1.95,0.35004112323065745,0.282
STU_0265,average,2023-09-29,5,0,0,7.49,43.4,5250.0,5.7,3.3,2.5,1.12,0.4537955726844273,0.317
STU_0429,average,2023-12-17,16,1,1,4.07,29.3,7596.0,6.5,1.4,4.0,0.79,0.3254870706394614,0.459
STU_0335,struggling,2023-11-08,10,0,0,6.21,25.7,9039.0,5.0,3.6,3.5,,0.3283128644370086,0.304
STU_0437,struggling,2023-11-04,10,1,0,6.4,13.5,9967.0,7.7,1.0,4.0,1.27,0.29786723054859854,0.438
STU_0488,average,2023-11-29,13,0,0,5.81,,,6.1,4.6,2.1,1.21,0.3758077349772328,0.369
STU_0248,average,2023-09-12,2,0,0,6.46,47.1,7173.0,5.1,,4.7,0.21,0.3651555169822435,0.361
STU_0233,struggling,2023-09-04,1,0,0,6.19,8.7,5216.0,6.7,1.7,3.7,0.67,0.4895631857449648,0.369
STU_0442,burnout_risk,2023-12-18,16,0,1,2.99,72.9,4990.0,7.9,,3.6,0.08,0.38026451576305653,0.575
STU_0009,burnout_risk,2023-12-17,16,1,1,2.88,45.9,7224.0,10.0,1.0,5.2,1.56,0.3870041502959391,0.766
STU_0201,struggling,2023-10-17,7,0,1,,38.2,8320.0,10.0,1.5,4.0,0.75,0.2992611510967968,0.57
STU_0376,struggling,2023-10-17,7,0,1,4.1,24.0,5878.0,10.0,1.0,3.2,1.05,0.41618340118372255,0.608
STU_0464,average,2023-09-17,3,1,1,6.39,62.4,10824.0,9.8,1.0,4.8,0.76,0.38833670235592177,0.459
STU_0104,struggling,2023-12-12,15,0,1,2.39,39.7,9833.0,10.0,1.0,4.5,0.0,0.36117619646219723,0.659
STU_0087,burnout_risk,2023-12-22,17,0,0,5.68,85.9,5710.0,9.1,1.0,3.2,1.66,0.5515010171792938,0.63
STU_0276,struggling,2023-11-17,12,0,1,3.75,62.7,5526.0,10.0,1.0,5.8,0.68,0.4069701726836142,0.66
STU_0241,average,2023-10-19,7,0,1,5.42,99.5,4255.0,8.5,3.4,3.7,0.99,0.630747075403546,0.488
STU_0109,average,2023-09-25,4,0,0,7.63,69.7,,5.3,2.7,2.7,1.69,0.44221629303865284,0.376
STU_0358,average,2023-11-28,13,0,0,,43.7,3259.0,4.6,2.8,3.2,,0.5145102899746649,0.275
STU_0049,struggling,2023-10-17,7,0,1,4.11,62.5,8391.0,7.2,1.0,3.8,1.93,0.3681540764970287,0.514
STU_0129,struggling,2023-10-09,6,0,0,6.07,25.9,3465.0,6.4,1.0,4.3,1.3,0.31468842168795597,0.335
STU_0473,struggling,2023-09-03,1,1,0,5.46,8.5,,6.6,1.0,4.3,,0.509400202203314,0.388
STU_0013,high_performer,2023-10-08,6,1,0,7.64,74.5,9457.0,4.1,5.4,2.7,,0.47104927854678813,0.336
STU_0419,high_performer,2023-12-06,14,0,1,5.69,119.2,1161.0,6.7,4.5,,0.97,0.5899923436320149,0.517
STU_0415,average,2023-12-20,16,0,1,5.68,82.0,6456.0,8.4,,3.6,1.57,0.5817429586720714,0.507
STU_0120,struggling,2023-10-07,6,1,0,,13.0,12361.0,6.4,2.5,3.9,0.0,0.5631960376795679,0.352
STU_0136,high_performer,2023-11-12,11,1,0,6.81,78.8,9089.0,3.1,4.9,3.4,1.4,0.6615936735512304,0.23
STU_0379,average,2023-10-18,7,0,1,4.61,62.8,5599.0,7.0,,3.3,1.16,0.2777862989120683,0.454
STU_0366,high_performer,2023-09-06,1,0,0,5.84,92.7,,1.2,,3.0,2.23,0.5619015773257224,0.24
STU_0353,average,2023-12-29,18,0,0,5.75,72.4,8367.0,5.5,4.0,4.8,2.32,0.5220159081736093,0.405
STU_0356,struggling,2023-11-16,11,0,0,4.3,51.1,6182.0,7.9,3.2,,0.93,0.32591499695419224,0.496
STU_0427,average,2023-10-05,5,0,0,5.7,23.9,10855.0,5.4,4.5,1.2,1.08,0.37443180058396636,0.311
STU_0209,high_performer,2023-09-10,2,1,0,7.18,85.1,10547.0,2.5,4.8,2.5,1.97,0.7084433509321872,0.189
STU_0251,average,2023-09-12,2,0,0,6.94,53.9,6430.0,5.1,3.8,,1.46,0.6137605823752474,0.274
STU_0072,high_performer,2023-11-21,12,0,1,4.56,136.0,6182.0,4.7,2.3,3.9,1.16,0.6093679474768312,0.55
STU_0060,average,2023-09-15,3,0,1,5.3,75.0,3486.0,6.7,4.5,,1.75,0.4347506534924132,0.459
STU_0461,burnout_risk,2023-10-27,9,0,0,5.13,,6149.0,7.9,1.2,4.7,0.0,0.4805255434392668,0.546
STU_0440,average,2023-11-12,11,1,0,6.92,51.7,8549.0,5.9,4.1,3.5,0.6,0.5122092825932346,0.332
STU_0081,average,2023-12-23,17,1,0,6.15,42.2,5651.0,4.6,,3.2,1.28,0.3066188208658849,0.288
STU_0471,average,2023-12-04,14,0,1,4.04,72.8,6192.0,6.7,4.7,3.1,1.71,0.3874678551834239,0.466
STU_0362,struggling,2023-12-16,16,1,1,4.83,5.9,10517.0,8.9,1.3,4.9,0.25,0.2610408888458022,0.426
STU_0217,average,2023-10-01,5,1,0,6.84,21.2,10436.0,5.1,4.3,2.2,2.44,0.19696686161187094,0.252
STU_0071,average,2023-09-30,5,1,0,7.23,48.1,7676.0,3.1,4.7,4.0,,0.4061091684710704,0.192
STU_0435,burnout_risk,2023-12-21,16,0,1,2.32,81.1,6699.0,10.0,1.0,,0.4,0.42362279743598946,0.758
STU_0006,average,2023-11-28,13,0,0,6.13,44.0,7389.0,4.6,,1.4,1.25,0.6401057844766106,0.327
STU_0295,average,2023-09-08,2,0,0,7.11,55.6,5778.0,5.6,3.9,4.5,1.48,0.4608957582378437,0.337
STU_0393,struggling,2023-11-25,13,1,0,5.94,14.7,12744.0,7.2,1.2,,0.93,0.28634295552509326,0.338
STU_0477,struggling,2023-10-27,9,0,0,5.29,32.2,5205.0,7.0,1.0,4.0,2.53,0.3248331591185897,0.516
STU_0049,struggling,2023-10-18,7,0,1,4.11,28.7,6097.0,10.0,1.0,4.9,0.0,0.34858345915097766,0.613
